# BUSCO version is: 5.0.0 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of species: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
543764at2759	Complete	scaffold_1571	4303	5737	+	147.0	180
549762at2759	Complete	scaffold_3874	97	1646	+	398.2	272
551907at2759	Complete	scaffold_1906	30	1964	+	97.1	259
570797at2759	Fragmented	scaffold_2978	2130	3218	+	47.5	185
582756at2759	Complete	scaffold_311	8065	9977	+	125.7	308
598949at2759	Missing
604979at2759	Complete	scaffold_598	1057	3383	+	306.1	236
621827at2759	Missing
625387at2759	Complete	scaffold_915	2185	3228	+	107.1	195
655400at2759	Complete	scaffold_292	9996	11543	-	212.4	236
664730at2759	Fragmented	scaffold_3103	2295	3208	+	425.3	245
671536at2759	Complete	scaffold_131	14398	16414	+	377.7	326
671846at2759	Missing
673132at2759	Complete	scaffold_3422	443	1716	+	112.2	198
674160at2759	Complete	scaffold_269	1222	8574	-	442.0	1015
674169at2759	Missing
679187at2759	Complete	scaffold_692	145	2241	-	258.1	372
679771at2759	Missing
687505at2759	Missing
692986at2759	Missing
708105at2759	Complete	scaffold_3066	2129	2944	+	88.5	157
719531at2759	Complete	scaffold_2200	193	2499	-	372.3	286
720340at2759	Complete	scaffold_4976	92	925	+	120.7	149
721605at2759	Complete	scaffold_1552	3513	5233	-	267.5	265
722805at2759	Missing
734341at2759	Complete	scaffold_160	12691	13841	+	79.6	145
734666at2759	Complete	scaffold_875	5837	7384	-	396.7	376
736068at2759	Complete	scaffold_1232	2898	5161	+	191.8	283
751335at2759	Complete	scaffold_5644	48	1081	+	200.7	190
759498at2759	Complete	scaffold_3989	40	2029	+	524.2	416
761109at2759	Missing
768809at2759	Complete	scaffold_1489	71	1668	+	219.7	223
774318at2759	Complete	scaffold_4536	658	1762	-	189.5	223
777920at2759	Complete	scaffold_3681	998	2618	-	295.5	296
779909at2759	Missing
801857at2759	Fragmented	scaffold_1936	3716	4917	+	154.1	139
814241at2759	Fragmented	scaffold_374	2565	3791	+	56.5	168
817008at2759	Complete	scaffold_456	5738	7587	+	455.4	296
834694at2759	Complete	scaffold_280	6733	8869	-	380.5	326
836599at2759	Complete	scaffold_2007	780	2375	+	359.3	322
844748at2759	Complete	scaffold_4231	9	2015	-	189.3	324
855834at2759	Complete	scaffold_1543	3835	5375	-	137.3	259
858842at2759	Complete	scaffold_3039	1334	3271	-	213.6	331
865202at2759	Complete	scaffold_1131	3044	4736	-	177.4	188
866359at2759	Missing
869548at2759	Fragmented	scaffold_3824	1120	2336	+	114.9	130
878143at2759	Missing
887370at2759	Fragmented	scaffold_4934	189	1308	-	155.7	159
891751at2759	Complete	scaffold_1380	1364	2190	+	191.1	179
898782at2759	Missing
901894at2759	Complete	scaffold_2463	1670	3854	-	205.7	319
905026at2759	Missing
911863at2759	Complete	scaffold_5227	155	1158	-	168.0	135
917326at2759	Fragmented	scaffold_535	2317	2793	-	149.6	137
918816at2759	Missing
919955at2759	Complete	scaffold_1952	2530	4042	-	178.5	291
923657at2759	Complete	scaffold_531	1201	2410	-	73.3	132
924753at2759	Complete	scaffold_4417	553	1994	-	158.0	223
931188at2759	Complete	scaffold_1590	2441	4991	-	455.2	349
937275at2759	Fragmented	scaffold_393	1036	1290	-	55.8	56
937686at2759	Complete	scaffold_597	879	3544	+	371.0	327
939345at2759	Missing
944899at2759	Complete	scaffold_1951	289	1251	-	274.9	242
946128at2759	Fragmented	scaffold_3116	1328	2690	+	146.8	238
956854at2759	Missing
973442at2759	Fragmented	scaffold_467	10242	10502	+	42.6	45
974865at2759	Complete	scaffold_1010	681	1959	-	193.4	226
975158at2759	Missing
975557at2759	Complete	scaffold_77	1336	4002	-	449.8	328
976469at2759	Missing
981902at2759	Fragmented	scaffold_4458	1237	1949	-	61.4	91
996662at2759	Complete	scaffold_4351	90	1641	+	183.6	199
1001705at2759	Complete	scaffold_1952	26	1611	+	126.6	243
1003258at2759	Fragmented	scaffold_4186	962	2068	+	166.8	222
1010730at2759	Complete	scaffold_599	377	1514	+	361.1	259
1014314at2759	Complete	scaffold_141	12801	13880	+	125.7	253
1018517at2759	Complete	scaffold_1989	2534	4083	-	265.1	205
1019762at2759	Missing
1025450at2759	Complete	scaffold_36	32870	34234	-	212.8	280
1030907at2759	Complete	scaffold_4220	738	1989	+	132.7	230
1032689at2759	Complete	scaffold_357	11335	12788	+	182.6	147
1038775at2759	Missing
1041560at2759	Fragmented	scaffold_1053	1640	2691	+	106.8	161
1049599at2759	Missing
1051021at2759	Complete	scaffold_256	8664	11160	+	209.5	266
1053181at2759	Complete	scaffold_1891	198	922	-	35.9	130
1057950at2759	Complete	scaffold_731	6167	7660	+	175.4	229
1065019at2759	Complete	scaffold_3625	438	1970	-	245.0	245
1076134at2759	Complete	scaffold_906	3322	5097	+	214.0	184
1079130at2759	Fragmented	scaffold_2845	63	1339	-	186.8	178
1079827at2759	Complete	scaffold_366	427	2844	+	357.9	223
1085752at2759	Complete	scaffold_4635	620	1707	+	159.0	215
1087488at2759	Fragmented	scaffold_517	1852	3161	-	169.8	220
1090038at2759	Complete	scaffold_2334	904	2127	-	164.1	130
1094121at2759	Missing
1096688at2759	Fragmented	scaffold_501	2221	2814	-	180.3	129
1106766at2759	Complete	scaffold_600	5175	7198	+	115.7	200
1107630at2759	Complete	scaffold_1289	195	1114	+	207.7	207
1108845at2759	Complete	scaffold_395	1541	3917	-	416.3	327
1111142at2759	Complete	scaffold_984	2600	4531	+	148.9	219
1112002at2759	Complete	scaffold_320	5059	7890	-	423.1	517
1115196at2759	Complete	scaffold_366	11188	12553	-	295.4	282
1128607at2759	Complete	scaffold_1542	260	1258	+	324.2	251
1129824at2759	Missing
1138059at2759	Complete	scaffold_2169	2929	4287	+	267.1	178
1157302at2759	Complete	scaffold_3050	1934	3101	-	336.8	205
1161199at2759	Missing
1173229at2759	Fragmented	scaffold_6464	30	854	-	69.7	131
1178688at2759	Complete	scaffold_40	32654	33336	-	78.9	133
1182451at2759	Complete	scaffold_405	2838	3762	-	120.1	155
1193442at2759	Fragmented	scaffold_2009	299	1240	-	136.8	203
1194691at2759	Fragmented	scaffold_5027	222	1607	+	167.8	160
1194797at2759	Missing
1197019at2759	Missing
1200489at2759	Complete	scaffold_180	10425	11258	-	88.7	93
1217666at2759	Complete	scaffold_4301	386	1204	-	162.4	154
1220881at2759	Fragmented	scaffold_1464	1699	2233	+	59.4	59
1222562at2759	Fragmented	scaffold_3435	469	1516	-	124.9	103
1223488at2759	Complete	scaffold_4289	1209	1900	-	60.0	78
1228942at2759	Fragmented	scaffold_5717	582	1147	+	122.3	96
1233814at2759	Complete	scaffold_3919	160	1339	+	98.3	153
1236198at2759	Complete	scaffold_3140	1725	2555	+	168.2	122
1247641at2759	Missing
1248958at2759	Complete	scaffold_1568	1850	4504	-	290.3	578
1249159at2759	Complete	scaffold_1155	6074	6661	+	128.9	166
1251252at2759	Complete	scaffold_4142	193	1050	+	48.8	75
1257440at2759	Complete	scaffold_3157	703	1911	+	147.2	127
1258856at2759	Fragmented	scaffold_666	2549	4284	-	212.0	356
1259741at2759	Fragmented	scaffold_3121	2439	3035	+	247.2	137
1260807at2759	Complete	scaffold_5121	28	864	-	238.4	220
1264469at2759	Complete	scaffold_422	8107	9220	+	122.7	141
1266231at2759	Complete	scaffold_3298	1517	2661	-	249.7	187
1269244at2759	Fragmented	scaffold_625	8110	9631	+	50.5	83
1269649at2759	Fragmented	scaffold_6706	66	470	-	207.5	122
1275837at2759	Complete	scaffold_3500	1071	2404	+	357.5	243
1284731at2759	Complete	scaffold_4313	166	1410	+	90.9	125
1287094at2759	Fragmented	scaffold_4040	1389	1748	+	42.7	92
1287401at2759	Complete	scaffold_1688	1715	2296	-	218.3	161
1291729at2759	Complete	scaffold_3272	298	1366	+	44.1	82
1304061at2759	Missing
1309031at2759	Complete	scaffold_3324	705	2552	+	148.9	320
1312453at2759	Complete	scaffold_538	2891	8926	+	452.8	556
1314980at2759	Complete	scaffold_1181	36	2943	-	288.1	453
1322299at2759	Complete	scaffold_3420	252	1776	+	290.3	283
1322642at2759	Complete	scaffold_517	8454	9774	-	173.1	155
1323575at2759	Fragmented	scaffold_6486	417	608	-	70.7	57
1324510at2759	Fragmented	scaffold_2710	2589	3587	-	108.2	163
1338131at2759	Complete	scaffold_846	1193	1879	+	246.0	133
1339553at2759	Fragmented	scaffold_6703	133	258	-	44.1	39
1342242at2759	Complete	scaffold_2013	1019	2236	-	123.9	146
1346165at2759	Fragmented	scaffold_780	85	1287	-	247.9	158
1346432at2759	Complete	scaffold_1657	2347	3277	-	109.5	137
1348942at2759	Fragmented	scaffold_5242	530	1529	+	78.8	100
1355894at2759	Complete	scaffold_698	4617	5642	-	101.0	122
1358374at2759	Complete	scaffold_1049	99	1279	+	230.9	167
1364586at2759	Complete	scaffold_1097	6045	6906	+	69.2	130
1370285at2759	Missing
1370304at2759	Fragmented	scaffold_644	5383	5592	+	36.2	33
1377237at2759	Fragmented	scaffold_4699	33	167	-	35.6	35
1379600at2759	Complete	scaffold_247	80	2524	+	140.1	390
1380409at2759	Missing
1382842at2759	Fragmented	scaffold_4545	82	888	+	58.7	76
1395649at2759	Fragmented	scaffold_2721	2217	2693	+	29.1	84
1398309at2759	Complete	scaffold_459	9226	9840	+	46.0	77
1404162at2759	Complete	scaffold_204	9917	10795	-	109.3	190
1405073at2759	Fragmented	scaffold_1452	4746	5561	+	178.7	133
1405146at2759	Complete	scaffold_705	2166	3138	+	73.3	110
1407446at2759	Complete	scaffold_176	15278	15880	-	20.4	102
1421503at2759	Complete	scaffold_5436	172	959	-	182.7	109
1423847at2759	Complete	scaffold_2063	3479	4659	+	200.0	232
1426075at2759	Complete	scaffold_874	3945	5132	+	94.3	89
1428265at2759	Complete	scaffold_273	7753	8512	+	118.2	162
1428854at2759	Complete	scaffold_326	143	2700	+	281.2	345
1430056at2759	Complete	scaffold_4916	363	1634	+	56.7	92
1432328at2759	Fragmented	scaffold_1824	39	557	+	148.0	106
1434266at2759	Fragmented	scaffold_1953	565	2042	+	34.8	82
1440961at2759	Fragmented	scaffold_121	18772	18981	-	28.5	49
1441854at2759	Complete	scaffold_288	2299	3527	-	208.4	204
1442062at2759	Fragmented	scaffold_1351	615	1265	+	30.0	92
1445102at2759	Fragmented	scaffold_3245	137	1623	-	225.7	160
1450538at2759	Fragmented	scaffold_455	8317	8968	+	100.5	99
1454155at2759	Complete	scaffold_1297	5303	6521	-	61.4	104
1455730at2759	Fragmented	scaffold_4005	875	2179	-	289.0	268
1459797at2759	Complete	scaffold_1250	298	1031	+	61.5	96
1474000at2759	Complete	scaffold_1279	1705	2268	-	69.3	120
1479417at2759	Complete	scaffold_829	1674	2888	-	272.7	170
1488235at2759	Complete	scaffold_292	6685	7535	+	158.3	140
1488436at2759	Complete	scaffold_2568	2902	3646	+	107.0	62
1490022at2759	Fragmented	scaffold_3886	1360	2315	-	110.8	141
1504863at2759	Complete	scaffold_3565	208	1014	-	143.2	110
1513531at2759	Complete	scaffold_320	8955	10240	+	189.9	189
1525971at2759	Fragmented	scaffold_4786	227	600	-	77.9	59
1526152at2759	Complete	scaffold_576	810	1662	+	98.9	85
1530008at2759	Fragmented	scaffold_208	12395	12694	+	79.3	80
1538526at2759	Complete	scaffold_990	4739	5380	-	76.9	92
1545004at2759	Fragmented	scaffold_90	21297	21425	-	50.4	40
1552706at2759	Missing
1558822at2759	Fragmented	scaffold_4012	814	1326	-	86.1	57
1563319at2759	Missing
1567796at2759	Complete	scaffold_2564	429	1636	-	125.6	112
1575179at2759	Missing
1576404at2759	Fragmented	scaffold_1228	4687	5134	-	110.0	95
1588798at2759	Complete	scaffold_173	12393	13929	+	78.3	117
1593937at2759	Missing
1617752at2759	Fragmented	scaffold_1774	2294	2708	-	74.7	51
1620056at2759	Complete	scaffold_1690	371	1072	-	47.6	73
1623701at2759	Complete	scaffold_1306	4817	5292	-	110.4	82
1626636at2759	Fragmented	scaffold_524	9652	10457	+	72.1	94
1633672at2759	Complete	scaffold_103	16309	16962	-	131.7	82
1645187at2759	Complete	scaffold_2623	484	864	+	54.4	40
